12:07:25.132423 IP 172.16.112.100.ftp > 172.16.113.204.2678: Flags [P.], seq 1514666:1514697, ack 457125304, win 8710, length 31
20:07:53.705764 IP 172.16.112.50.telnet > 172.16.113.105.6243: Flags [P.], seq 45:62, ack 20, win 8760, length 17
20:10:10.512820 IP 172.16.112.100.ftp > 197.218.177.69.13924: Flags [P.], seq 20597510:20597541, ack 614689556, win 8714, length 31
20:14:14.023387 IP 172.16.112.50.telnet > 172.16.112.194.27786: Flags [P.], seq 3911118466:3911118483, ack 1852117641, win 8760, length 17
20:14:20.087290 IP 172.16.114.148.ftp > 135.8.60.182.15120: Flags [P.], seq 4005784262:4005784310, ack 1589355471, win 32736, length 48
20:18:31.428730 IP 172.16.112.100.ftp > 172.16.114.168.10173: Flags [P.], seq 21098057:21098088, ack 2690877864, win 8712, length 31
20:19:25.489057 IP 172.16.112.100.ftp > 172.16.112.149.12324: Flags [P.], seq 21152682:21152713, ack 2522147063, win 8710, length 31
20:19:25.489512 IP 172.16.112.100.ftp > 172.16.112.207.12328: Flags [P.], seq 21152698:21152729, ack 3162615950, win 8710, length 31
20:19:34.786603 IP 172.16.112.100.ftp-data > 172.16.112.207.12838: Flags [.], seq 21165452:21166912, ack 3360800601, win 8760, length 1460
20:27:32.093663 IP 172.16.112.100.ftp > 196.227.33.189.16995: Flags [P.], seq 21637807:21637838, ack 1236447341, win 8713, length 31
20:32:06.939815 IP 172.16.113.50.ftp > 172.16.114.50.1047: Flags [P.], seq 1930432074:1930432100, ack 1927312621, win 4096, length 26
20:43:56.987946 IP 172.16.114.148.ftp > 194.27.251.21.18750: Flags [P.], seq 1084655360:1084655408, ack 1024761106, win 32736, length 48
20:57:46.332173 IP 172.16.112.100.ftp > 135.13.216.191.20035: Flags [P.], seq 23450776:23450807, ack 2617906480, win 8713, length 31
20:59:32.638876 IP 172.16.114.148.ftp > www.aasa.co.za.20279: Flags [P.], seq 1625585672:1625585720, ack 1890587569, win 32736, length 48
21:08:10.463937 IP 172.16.112.100.ftp > 172.16.113.84.18459: Flags [P.], seq 24077541:24077572, ack 3526668324, win 8711, length 31
21:13:11.699404 IP 172.16.114.148.ftp > 206.48.44.50.4141: Flags [P.], seq 1378095462:1378095510, ack 2440085365, win 32736, length 48
21:14:35.404495 IP 172.16.112.100.ftp > 196.227.33.189.20578: Flags [P.], seq 24463088:24463119, ack 656387374, win 8715, length 31
21:18:24.295655 IP 172.16.114.148.telnet > 197.218.177.69.20608: Flags [P.], seq 1711005042:1711005068, ack 4163002947, win 32736, length 26
21:20:31.568997 IP 172.16.112.50.ftp > 172.16.113.50.1191: Flags [P.], seq 120194376:120194403, ack 154880028, win 8760, length 27
21:27:21.998007 IP 172.16.113.50.telnet > 135.8.60.182.21115: Flags [P.], seq 207680095:207680112, ack 1996426260, win 4096, length 17
21:40:47.869445 IP 172.16.112.100.ftp > www.a-be.org.21912: Flags [P.], seq 26035901:26035932, ack 1080382550, win 8713, length 31
21:56:56.805096 IP 172.16.113.50.ftp > 172.16.114.50.2143: Flags [P.], seq 435840074:435840100, ack 2627528196, win 4096, length 26
22:04:57.794282 IP 172.16.113.50.ftp > 192.168.1.10.23296: Flags [P.], seq 497920076:497920104, ack 1248092884, win 4096, length 28
22:30:50.850685 IP 172.16.112.100.ftp > 206.48.44.18.1674: Flags [P.], seq 29040307:29040338, ack 38929593, win 8714, length 31
22:30:50.851618 IP 206.48.44.18.1674 > 172.16.112.100.ftp: Flags [P.], seq 1:27, ack 31, win 8610, length 26
22:30:50.852815 IP 206.48.44.18.1674 > 172.16.112.100.ftp: Flags [P.], seq 27:54, ack 58, win 8583, length 27
22:31:51.058699 IP 172.16.112.100.http > 206.48.44.18.1679: Flags [P.], seq 29100688:29100799, ack 38990071, win 8736, length 111
22:31:51.062196 IP 172.16.112.100.http > 206.48.44.18.1680: Flags [P.], seq 29100735:29101008, ack 38990118, win 8736, length 273
22:31:51.065962 IP 172.16.112.100.http > 206.48.44.18.1681: Flags [P.], seq 29100735:29101022, ack 38990145, win 8725, length 287
22:31:51.216986 IP 172.16.112.100.http > 206.48.44.18.1682: Flags [P.], seq 29100751:29101024, ack 38990145, win 8725, length 273
22:33:06.908572 IP 172.16.113.50.ftp > 172.16.112.50.33326: Flags [P.], seq 713920074:713920100, ack 670799801, win 4096, length 26
22:46:55.269755 IP 206.48.44.18.1699 > 172.16.112.100.http: Flags [P.], seq 39894485:39894556, ack 30005110, win 8760, length 71
22:46:55.489253 IP 172.16.112.100.http > 206.48.44.18.1699: Flags [P.], seq 1:288, ack 71, win 8689, length 287
22:46:55.492859 IP 172.16.112.100.http > 206.48.44.18.1700: Flags [P.], seq 30005329:30005602, ack 39894750, win 8729, length 273
22:46:57.628830 IP 206.48.44.18.1703 > 172.16.112.100.netbios-ssn: Flags [P.], seq 39897090:39897294, ack 30007551, win 8663, length 204 NBT Session Packet: Session Message
22:46:58.001222 IP 206.48.44.18.1703 > 172.16.112.100.netbios-ssn: Flags [P.], seq 826:934, ack 1032, win 7632, length 108 NBT Session Packet: Session Message
22:46:58.012544 IP 206.48.44.18.1703 > 172.16.112.100.netbios-ssn: Flags [P.], seq 934:1034, ack 1071, win 7593, length 100 NBT Session Packet: Session Message
22:46:58.018564 IP 206.48.44.18.1703 > 172.16.112.100.netbios-ssn: Flags [P.], seq 1034:1134, ack 1110, win 7554, length 100 NBT Session Packet: Session Message
23:41:11.639290 IP 172.16.112.50.ftp > 209.30.70.14.2496: Flags [P.], seq 1182503704:1182503752, ack 3736783220, win 8760, length 48
23:58:59.484899 IP 207.136.86.223.13585 > 172.16.112.194.pop3: Flags [S], seq 2210266569, win 512, options [mss 1460], length 0
23:59:01.299101 IP 207.136.86.223.876 > 172.16.118.20.sunrpc: Flags [P.], seq 3625442431:3625442475, ack 4185371360, win 32120, length 44
23:59:02.392321 IP 207.136.86.223.15842 > 172.16.115.87.imap2: Flags [S], seq 3209360679, win 512, options [mss 1460], length 0
23:59:16.871773 IP 207.136.86.223.922 > 172.16.113.50.sunrpc: Flags [P.], seq 910736305:910736349, ack 1377536001, win 32696, length 44
23:59:21.285006 IP 207.136.86.223.943 > 172.16.118.20.sunrpc: Flags [P.], seq 4257704563:4257704607, ack 3715360577, win 32120, length 44
23:59:23.535301 IP 207.136.86.223.977 > 172.16.113.50.sunrpc: Flags [P.], seq 2611737894:2611737938, ack 1378880001, win 32696, length 44
23:59:23.594535 IP 207.136.86.223.pop3s > 172.16.118.20.sunrpc: Flags [P.], seq 1773484077:1773484121, ack 2955777555, win 32120, length 44
23:59:26.004122 IP 207.136.86.223.622 > 172.16.118.20.sunrpc: Flags [P.], seq 2785221835:2785221879, ack 3040423421, win 32120, length 44
23:59:29.363180 IP 207.136.86.223.667 > 172.16.118.20.sunrpc: Flags [P.], seq 2472215606:2472215650, ack 2787894570, win 32120, length 44
23:59:31.373726 IP 207.136.86.223.656 > 172.16.113.50.sunrpc: Flags [P.], seq 2497233050:2497233094, ack 1380544001, win 32696, length 44
23:59:31.583722 IP 207.136.86.223.605 > 172.16.113.50.sunrpc: Flags [P.], seq 1689086373:1689086417, ack 1380736001, win 32696, length 44
23:59:33.582588 IP 207.136.86.223.718 > 172.16.118.20.sunrpc: Flags [P.], seq 3834621319:3834621363, ack 3293965645, win 32120, length 44
23:59:34.532428 IP 207.136.86.223.709 > 172.16.113.50.sunrpc: Flags [P.], seq 3394161068:3394161112, ack 1381440001, win 32696, length 44
23:59:37.652863 IP 207.136.86.223.krbupdate > 172.16.113.50.sunrpc: Flags [P.], seq 2181663817:2181663861, ack 1382272001, win 32696, length 44
23:59:38.568525 IP 207.136.86.223.779 > 172.16.118.20.sunrpc: Flags [P.], seq 2833437409:2833437453, ack 465628273, win 32120, length 44
23:59:45.138232 IP 207.136.86.223.813 > 172.16.113.50.sunrpc: Flags [P.], seq 2460409392:2460409436, ack 1383616001, win 32696, length 44
23:59:52.521043 IP 207.136.86.223.835 > 172.16.118.20.sunrpc: Flags [P.], seq 2212526569:2212526613, ack 2579860386, win 32120, length 44
23:59:59.591135 IP 207.136.86.223.869 > 172.16.113.50.sunrpc: Flags [P.], seq 4089105966:4089106010, ack 1385792001, win 32696, length 44
00:00:06.421627 IP 207.136.86.223.890 > 172.16.118.20.sunrpc: Flags [P.], seq 701814106:701814150, ack 3088588656, win 32120, length 44
00:00:09.910845 IP 207.136.86.223.13251 > 172.16.117.103.imap2: Flags [S], seq 785432259, win 512, options [mss 1460], length 0
00:00:19.553832 IP 207.136.86.223.926 > 172.16.113.50.sunrpc: Flags [P.], seq 2841086697:2841086741, ack 1388800001, win 32696, length 44
00:00:40.187974 IP 207.136.86.223.952 > 172.16.118.20.sunrpc: Flags [P.], seq 3294208169:3294208213, ack 4159217572, win 32120, length 44
00:00:56.687910 IP 207.136.86.223.1023 > 172.16.113.50.sunrpc: Flags [P.], seq 1369170568:1369170612, ack 1393984001, win 32696, length 44
00:01:07.709388 IP 207.136.86.223.622 > 172.16.118.20.sunrpc: Flags [P.], seq 101725983:101726027, ack 101733623, win 32120, length 44
00:01:07.993771 IP 207.136.86.223.2892 > 172.16.118.90.pop3: Flags [S], seq 3534376281, win 512, options [mss 1460], length 0
00:01:11.098014 IP 207.136.86.223.9794 > 172.16.112.149.imap2: Flags [S], seq 2136126852, win 512, options [mss 1460], length 0
00:01:14.611603 IP 207.136.86.223.656 > 172.16.113.50.sunrpc: Flags [P.], seq 103259262:103259306, ack 16192001, win 32696, length 44
00:01:28.718524 IP 207.136.86.223.680 > 172.16.118.20.sunrpc: Flags [P.], seq 2302038824:2302038868, ack 1017987777, win 32120, length 44
00:01:35.342630 IP 207.136.86.223.714 > 172.16.113.50.sunrpc: Flags [P.], seq 3044297812:3044297856, ack 1399872001, win 32696, length 44
00:01:56.210397 IP 207.136.86.223.739 > 172.16.118.20.sunrpc: Flags [P.], seq 4228669903:4228669947, ack 4014492064, win 32120, length 44
00:02:02.012353 IP 207.136.86.223.774 > 172.16.113.50.sunrpc: Flags [P.], seq 2155843770:2155843814, ack 1403712001, win 32696, length 44
00:02:02.731377 IP 207.136.86.223.792 > 172.16.118.20.sunrpc: Flags [P.], seq 898556412:898556456, ack 1082374157, win 32120, length 44
00:02:04.365446 IP 207.136.86.223.9286 > 172.16.113.50.imap2: Flags [S], seq 1085333839, win 512, options [mss 1460], length 0
00:02:07.370364 IP 207.136.86.223.845 > 172.16.118.20.sunrpc: Flags [P.], seq 3411935090:3411935134, ack 4002500971, win 32120, length 44
00:02:07.521436 IP 207.136.86.223.826 > 172.16.113.50.sunrpc: Flags [P.], seq 2710756091:2710756135, ack 1404800001, win 32696, length 44
00:02:11.010854 IP 207.136.86.223.878 > 172.16.113.50.sunrpc: Flags [P.], seq 1850431127:1850431171, ack 1405632001, win 32696, length 44
00:02:11.928137 IP 207.136.86.223.897 > 172.16.118.20.sunrpc: Flags [P.], seq 3426880283:3426880327, ack 2196279587, win 32120, length 44
00:05:15.001102 IP 207.136.86.223.ftps-data > 172.16.113.50.sunrpc: Flags [P.], seq 4288828518:4288828562, ack 1429632001, win 32696, length 44
00:08:10.225969 IP 207.136.86.223.640 > 172.16.118.20.sunrpc: Flags [P.], seq 213900670:213900714, ack 1800459949, win 32120, length 44
00:08:10.513447 IP 207.136.86.223.5232 > 172.16.118.90.pop3: Flags [S], seq 4131605115, win 512, options [mss 1460], length 0
00:08:24.283404 IP 207.136.86.223.11291 > 172.16.112.149.imap2: Flags [S], seq 431701919, win 512, options [mss 1460], length 0
00:08:27.654954 IP 207.136.86.223.677 > 172.16.113.50.sunrpc: Flags [P.], seq 2280711714:2280711758, ack 1454592001, win 32696, length 44
00:11:23.048166 IP 207.136.86.223.752 > 172.16.118.20.sunrpc: Flags [P.], seq 1647899122:1647899166, ack 790994097, win 32120, length 44
00:12:04.914721 IP 207.136.86.223.15105 > 172.16.118.90.pop3: Flags [S], seq 1330935114, win 512, options [mss 1460], length 0
00:22:38.501359 IP 207.136.86.223.20550 > 172.16.117.52.pop3: Flags [S], seq 1648700498, win 512, options [mss 1460], length 0
00:30:56.099821 IP 207.136.86.223.23088 > 172.16.112.100.pop3: Flags [S], seq 2262994748, win 512, options [mss 1460], length 0
00:30:59.061509 IP 207.136.86.223.736 > 172.16.113.50.sunrpc: Flags [P.], seq 4278047066:4278047110, ack 1627904001, win 32696, length 44
00:30:59.816013 IP 207.136.86.223.756 > 172.16.118.20.sunrpc: Flags [P.], seq 3906999250:3906999294, ack 2519887541, win 32120, length 44
00:32:50.342794 IP 207.136.86.223.824 > 172.16.113.50.sunrpc: Flags [P.], seq 4288537929:4288537973, ack 1642560001, win 32696, length 44
00:32:58.411607 IP 207.136.86.223.31005 > 172.16.118.10.pop3: Flags [S], seq 3392724647, win 512, options [mss 1460], length 0
00:33:01.294483 IP 207.136.86.223.846 > 172.16.118.20.sunrpc: Flags [P.], seq 1201020750:1201020794, ack 3547699422, win 32120, length 44
00:35:04.779150 IP 207.136.86.223.918 > 172.16.113.50.sunrpc: Flags [P.], seq 910632497:910632541, ack 1660224001, win 32696, length 44
00:35:06.094035 IP 207.136.86.223.10317 > 172.16.114.148.pop3: Flags [S], seq 1931144066, win 512, options [mss 1460], length 0
00:35:15.222715 IP 207.136.86.223.940 > 172.16.118.20.sunrpc: Flags [P.], seq 621707237:621707281, ack 952107988, win 32120, length 44
00:37:37.663312 IP 207.136.86.223.18735 > 172.16.113.105.pop3: Flags [S], seq 360484547, win 512, options [mss 1460], length 0
00:38:09.009000 IP 207.136.86.223.604 > 172.16.113.50.sunrpc: Flags [P.], seq 3757199746:3757199790, ack 1684224001, win 32696, length 44
00:38:20.582515 IP 207.136.86.223.626 > 172.16.118.20.sunrpc: Flags [P.], seq 2926401509:2926401553, ack 3417417297, win 32120, length 44
00:39:37.428067 IP 207.136.86.223.28475 > 172.16.115.234.pop3: Flags [S], seq 403860825, win 512, options [mss 1460], length 0
00:41:03.824434 IP 207.136.86.223.710 > 172.16.113.50.sunrpc: Flags [P.], seq 4084465071:4084465115, ack 1707008001, win 32696, length 44
00:41:15.865205 IP 207.136.86.223.732 > 172.16.118.20.sunrpc: Flags [P.], seq 1374214554:1374214598, ack 1038792319, win 32120, length 44
00:41:15.932351 IP 207.136.86.223.4261 > 172.16.118.30.pop3: Flags [S], seq 1393317188, win 512, options [mss 1460], length 0
00:43:51.510560 IP 207.136.86.223.10278 > 172.16.113.204.pop3: Flags [S], seq 1957891631, win 512, options [mss 1460], length 0
00:44:28.484994 IP 207.136.86.223.826 > 172.16.113.50.sunrpc: Flags [P.], seq 2541474797:2541474841, ack 328640001, win 32696, length 44
00:44:34.990314 IP 207.136.86.223.847 > 172.16.118.20.sunrpc: Flags [P.], seq 3153279943:3153279987, ack 2627194760, win 32120, length 44
00:46:09.703519 IP 207.136.86.223.15704 > 172.16.112.194.pop3: Flags [S], seq 3155235116, win 512, options [mss 1460], length 0
00:48:02.561306 IP 207.136.86.223.19617 > 172.16.112.149.pop3: Flags [S], seq 4098796182, win 512, options [mss 1460], length 0
00:48:33.684131 IP 207.136.86.223.955 > 172.16.113.50.sunrpc: Flags [P.], seq 1321146881:1321146925, ack 1765376001, win 32696, length 44
00:48:50.628483 IP 207.136.86.223.979 > 172.16.118.20.sunrpc: Flags [P.], seq 2845893213:2845893257, ack 2135571457, win 32120, length 44
00:50:09.333455 IP 207.136.86.223.25371 > 172.16.113.84.pop3: Flags [S], seq 699429463, win 512, options [mss 1460], length 0
00:52:04.861057 IP 207.136.86.223.29688 > 172.16.112.149.pop3: Flags [S], seq 1502833710, win 512, options [mss 1460], length 0
00:52:37.238964 IP 207.136.86.223.659 > 172.16.113.50.sunrpc: Flags [P.], seq 4269151145:4269151189, ack 1796992001, win 32696, length 44
00:52:53.643138 IP 207.136.86.223.683 > 172.16.118.20.sunrpc: Flags [P.], seq 3331564327:3331564371, ack 3153273226, win 32120, length 44
00:54:28.148347 IP 207.136.86.223.4204 > 172.16.112.194.pop3: Flags [S], seq 1604970407, win 512, options [mss 1460], length 0
00:56:21.035529 IP 207.136.86.223.8393 > 172.16.114.207.pop3: Flags [S], seq 1482124378, win 512, options [mss 1460], length 0
00:56:42.915827 IP 207.136.86.223.787 > 172.16.113.50.sunrpc: Flags [P.], seq 2727911005:2727911049, ack 1828800001, win 32696, length 44
00:56:59.286660 IP 207.136.86.223.811 > 172.16.118.20.sunrpc: Flags [P.], seq 3871673696:3871673740, ack 3058922577, win 32120, length 44
00:58:37.179659 IP 207.136.86.223.13630 > 172.16.112.194.pop3: Flags [S], seq 3622279414, win 512, options [mss 1460], length 0
01:00:24.754973 IP 207.136.86.223.17469 > 172.16.113.204.pop3: Flags [S], seq 4181959177, win 512, options [mss 1460], length 0
01:01:06.348183 IP 207.136.86.223.955 > 172.16.113.50.sunrpc: Flags [P.], seq 752816879:752816923, ack 97408001, win 32696, length 44
01:01:14.643221 IP 207.136.86.223.977 > 172.16.118.20.sunrpc: Flags [P.], seq 1532899376:1532899420, ack 3463832973, win 32120, length 44
01:02:11.712063 IP 207.136.86.223.22551 > 172.16.112.20.pop3: Flags [S], seq 17239307, win 512, options [mss 1460], length 0
01:04:12.077392 IP 207.136.86.223.28767 > 172.16.112.149.pop3: Flags [S], seq 4153922022, win 512, options [mss 1460], length 0
01:04:35.911363 IP 207.136.86.223.648 > 172.16.113.50.sunrpc: Flags [P.], seq 2552635333:2552635377, ack 1890048001, win 32696, length 44
01:04:49.620927 IP 207.136.86.223.671 > 172.16.118.20.sunrpc: Flags [P.], seq 3094395431:3094395475, ack 3909627481, win 32120, length 44
01:06:34.787605 IP 207.136.86.223.4177 > 172.16.115.87.pop3: Flags [S], seq 323043083, win 512, options [mss 1460], length 0
01:08:36.826721 IP 207.136.86.223.774 > 172.16.113.50.sunrpc: Flags [P.], seq 3995621512:3995621556, ack 517568001, win 32696, length 44
01:08:37.378718 IP 207.136.86.223.7809 > 172.16.112.50.pop3: Flags [S], seq 2482863075, win 512, options [mss 1460], length 0
01:08:47.393465 IP 207.136.86.223.796 > 172.16.118.20.sunrpc: Flags [P.], seq 1113617216:1113617260, ack 3624507455, win 32120, length 44
01:10:44.522892 IP 207.136.86.223.12678 > 172.16.116.201.pop3: Flags [S], seq 294304721, win 512, options [mss 1460], length 0
01:12:22.480776 IP 207.136.86.223.896 > 172.16.113.50.sunrpc: Flags [P.], seq 131409073:131409117, ack 1950656001, win 32696, length 44
01:12:28.201979 IP 207.136.86.223.17809 > 172.16.112.100.pop3: Flags [S], seq 755206478, win 512, options [mss 1460], length 0
01:12:35.327597 IP 207.136.86.223.918 > 172.16.118.20.sunrpc: Flags [P.], seq 804569378:804569422, ack 3149195352, win 32120, length 44
01:14:47.475232 IP 207.136.86.223.23606 > 172.16.117.52.pop3: Flags [S], seq 132683477, win 512, options [mss 1460], length 0
01:15:59.826188 IP 207.136.86.223.1014 > 172.16.113.50.sunrpc: Flags [P.], seq 3288162807:3288162851, ack 1979136001, win 32696, length 44
01:16:16.408464 IP 207.136.86.223.614 > 172.16.118.20.sunrpc: Flags [P.], seq 1976156116:1976156160, ack 2968894044, win 32120, length 44
01:16:16.470028 IP 207.136.86.223.28033 > 172.16.118.30.pop3: Flags [S], seq 1685088886, win 512, options [mss 1460], length 0
01:18:48.402954 IP 207.136.86.223.1520 > 172.16.117.52.pop3: Flags [S], seq 3663316898, win 512, options [mss 1460], length 0
01:20:01.580063 IP 207.136.86.223.716 > 172.16.113.50.sunrpc: Flags [P.], seq 660062684:660062728, ack 2010432001, win 32696, length 44
01:20:13.318451 IP 207.136.86.223.738 > 172.16.118.20.sunrpc: Flags [P.], seq 1578893575:1578893619, ack 3068736234, win 32120, length 44
01:20:22.840808 IP 207.136.86.223.7339 > 172.16.118.50.pop3: Flags [S], seq 991578445, win 512, options [mss 1460], length 0
01:23:01.794057 IP 207.136.86.223.13038 > 172.16.117.103.pop3: Flags [S], seq 848382900, win 512, options [mss 1460], length 0
01:24:04.663182 IP 207.136.86.223.842 > 172.16.113.50.sunrpc: Flags [P.], seq 2136836430:2136836474, ack 2041920001, win 32696, length 44
01:24:15.631849 IP 207.136.86.223.864 > 172.16.118.20.sunrpc: Flags [P.], seq 3699521613:3699521657, ack 1836346590, win 32120, length 44
01:24:21.190436 IP 207.136.86.223.17182 > 172.16.118.50.pop3: Flags [S], seq 4020929976, win 512, options [mss 1460], length 0
01:26:11.749002 IP 172.16.113.50.ftp > 172.16.112.50.33353: Flags [P.], seq 2057216078:2057216108, ack 1993890536, win 4096, length 30
01:27:04.624255 IP 207.136.86.223.24223 > 172.16.113.105.pop3: Flags [S], seq 509424740, win 512, options [mss 1460], length 0
01:27:47.342411 IP 207.136.86.223.962 > 172.16.113.50.sunrpc: Flags [P.], seq 394952933:394952977, ack 2070400001, win 32696, length 44
01:28:03.941581 IP 207.136.86.223.986 > 172.16.118.20.sunrpc: Flags [P.], seq 2351129064:2351129108, ack 3789342506, win 32120, length 44
01:29:10.955117 IP 207.136.86.223.28953 > 172.16.113.84.pop3: Flags [S], seq 2214775973, win 512, options [mss 1460], length 0
01:31:10.786981 IP 207.136.86.223.1866 > 172.16.113.204.pop3: Flags [S], seq 19031697, win 512, options [mss 1460], length 0
01:31:45.435438 IP 207.136.86.223.661 > 172.16.113.50.sunrpc: Flags [P.], seq 1871144270:1871144314, ack 2101248001, win 32696, length 44
01:32:02.710552 IP 207.136.86.223.686 > 172.16.118.20.sunrpc: Flags [P.], seq 3704430234:3704430278, ack 3476661808, win 32120, length 44
01:33:28.022309 IP 207.136.86.223.8229 > 172.16.112.194.pop3: Flags [S], seq 3364599092, win 512, options [mss 1460], length 0
01:35:20.913982 IP 207.136.86.223.11671 > 172.16.112.149.pop3: Flags [S], seq 2716009125, win 512, options [mss 1460], length 0
01:35:47.598062 IP 207.136.86.223.787 > 172.16.113.50.sunrpc: Flags [P.], seq 2345155441:2345155485, ack 304000001, win 32696, length 44
01:36:04.425123 IP 207.136.86.223.811 > 172.16.118.20.sunrpc: Flags [P.], seq 2345611995:2345612039, ack 2345794389, win 32120, length 44
01:37:34.435226 IP 207.136.86.223.17480 > 172.16.115.234.pop3: Flags [S], seq 2792273496, win 512, options [mss 1460], length 0
01:39:11.241282 IP 207.136.86.223.20761 > 172.16.114.207.pop3: Flags [S], seq 2776996422, win 512, options [mss 1460], length 0
01:39:35.072126 IP 207.136.86.223.908 > 172.16.113.50.sunrpc: Flags [P.], seq 1226766874:1226766918, ack 14848001, win 32696, length 44
01:39:57.966437 IP 207.136.86.223.933 > 172.16.118.20.sunrpc: Flags [P.], seq 4211024696:4211024740, ack 22724907, win 32120, length 44
01:41:45.920199 IP 207.136.86.223.27779 > 172.16.115.87.pop3: Flags [S], seq 3431222012, win 512, options [mss 1460], length 0
01:43:41.287225 IP 207.136.86.223.npmp-gui > 172.16.113.50.sunrpc: Flags [P.], seq 1472342767:1472342811, ack 46976001, win 32696, length 44
01:43:41.383673 IP 207.136.86.223.31787 > 172.16.114.50.pop3: Flags [S], seq 2415326651, win 512, options [mss 1460], length 0
01:43:56.589350 IP 207.136.86.223.634 > 172.16.118.20.sunrpc: Flags [P.], seq 3104419295:3104419339, ack 4069082629, win 32120, length 44
01:45:48.760576 IP 207.136.86.223.6320 > 172.16.115.87.pop3: Flags [S], seq 703790552, win 512, options [mss 1460], length 0
01:47:51.945910 IP 207.136.86.223.738 > 172.16.113.50.sunrpc: Flags [P.], seq 1758051552:1758051596, ack 79552001, win 32696, length 44
01:47:52.028995 IP 207.136.86.223.10375 > 172.16.114.50.pop3: Flags [S], seq 811220098, win 512, options [mss 1460], length 0
01:48:07.377130 IP 207.136.86.223.761 > 172.16.118.20.sunrpc: Flags [P.], seq 2449666173:2449666217, ack 219209999, win 32120, length 44
01:50:00.373430 IP 207.136.86.223.16539 > 172.16.115.87.pop3: Flags [S], seq 2926917158, win 512, options [mss 1460], length 0
01:51:53.584738 IP 207.136.86.223.862 > 172.16.113.50.sunrpc: Flags [P.], seq 1534543727:1534543771, ack 110976001, win 32696, length 44
01:51:54.258573 IP 207.136.86.223.20090 > 172.16.112.50.pop3: Flags [S], seq 2044739312, win 512, options [mss 1460], length 0
01:52:07.636877 IP 207.136.86.223.885 > 172.16.118.20.sunrpc: Flags [P.], seq 3344478158:3344478202, ack 619829178, win 32120, length 44
01:54:00.268815 IP 207.136.86.223.25142 > 172.16.115.87.pop3: Flags [S], seq 2295851562, win 512, options [mss 1460], length 0
01:55:39.351720 IP 207.136.86.223.982 > 172.16.113.50.sunrpc: Flags [P.], seq 3343982909:3343982953, ack 140352001, win 32696, length 44
01:55:40.110156 IP 207.136.86.223.29380 > 172.16.114.50.pop3: Flags [S], seq 406935108, win 512, options [mss 1460], length 0
01:55:55.026498 IP 207.136.86.223.1005 > 172.16.118.20.sunrpc: Flags [P.], seq 1739364863:1739364907, ack 2049746919, win 32120, length 44
01:58:16.621915 IP 207.136.86.223.4343 > 172.16.116.201.pop3: Flags [S], seq 1566210948, win 512, options [mss 1460], length 0
01:59:58.062006 IP 207.136.86.223.687 > 172.16.113.50.sunrpc: Flags [P.], seq 2921283256:2921283300, ack 174016001, win 32696, length 44
01:59:58.591295 IP 207.136.86.223.8047 > 172.16.112.50.pop3: Flags [S], seq 3075585439, win 512, options [mss 1460], length 0
02:00:16.758720 IP 207.136.86.223.711 > 172.16.118.20.sunrpc: Flags [P.], seq 442794642:442794686, ack 2387680386, win 32120, length 44
02:02:17.310828 IP 207.136.86.223.13437 > 172.16.115.87.pop3: Flags [S], seq 2191771106, win 512, options [mss 1460], length 0
02:04:13.198327 IP 207.136.86.223.848 > 172.16.113.50.sunrpc: Flags [P.], seq 452265479:452265523, ack 206848001, win 32696, length 44
02:04:13.266499 IP 207.136.86.223.16650 > 172.16.114.50.pop3: Flags [S], seq 1376644891, win 512, options [mss 1460], length 0
02:04:28.147154 IP 207.136.86.223.872 > 172.16.118.20.sunrpc: Flags [P.], seq 3146115380:3146115424, ack 4227045429, win 32120, length 44
02:06:20.745532 IP 207.136.86.223.22240 > 172.16.115.87.pop3: Flags [S], seq 753978267, win 512, options [mss 1460], length 0
02:08:07.478610 IP 207.136.86.223.970 > 172.16.113.50.sunrpc: Flags [P.], seq 1132375199:1132375243, ack 237312001, win 32696, length 44
02:08:09.436103 IP 207.136.86.223.25904 > 172.16.114.50.pop3: Flags [S], seq 3477871423, win 512, options [mss 1460], length 0
02:08:24.552556 IP 207.136.86.223.ircs > 172.16.118.20.sunrpc: Flags [P.], seq 4061188143:4061188187, ack 3003922349, win 32120, length 44
02:10:24.044618 IP 207.136.86.223.31085 > 172.16.116.194.pop3: Flags [S], seq 674016900, win 512, options [mss 1460], length 0
02:12:19.606516 IP 207.136.86.223.673 > 172.16.113.50.sunrpc: Flags [P.], seq 2528054700:2528054744, ack 270016001, win 32696, length 44
02:12:20.634965 IP 207.136.86.223.4382 > 172.16.114.50.pop3: Flags [S], seq 608772572, win 512, options [mss 1460], length 0
02:12:40.531040 IP 207.136.86.223.698 > 172.16.118.20.sunrpc: Flags [P.], seq 121640832:121640876, ack 863396025, win 32120, length 44
02:14:31.665370 IP 207.136.86.223.9632 > 172.16.115.87.pop3: Flags [S], seq 1836052535, win 512, options [mss 1460], length 0
02:16:40.365444 IP 207.136.86.223.802 > 172.16.113.50.sunrpc: Flags [P.], seq 692015609:692015653, ack 303936001, win 32696, length 44
02:16:40.785944 IP 207.136.86.223.13370 > 172.16.112.50.pop3: Flags [S], seq 3384639812, win 512, options [mss 1460], length 0
02:16:55.406466 IP 207.136.86.223.825 > 172.16.118.20.sunrpc: Flags [P.], seq 3893378374:3893378418, ack 2419094152, win 32120, length 44
